frame get time, 1559257427.87018203735351562500
frame get time, 1559257427.89493799209594726562
frame get time, 1559257427.92636609077453613281
frame get time, 1559257427.95712399482727050781
frame get time, 1559257427.98820590972900390625
frame get time, 1559257428.02638196945190429688
frame get time, 1559257428.05623698234558105469
frame get time, 1559257428.09391903877258300781
frame get time, 1559257428.12760901451110839844
frame get time, 1559257428.15607905387878417969
frame get time, 1559257428.19491910934448242188
frame get time, 1559257428.22865009307861328125
frame get time, 1559257428.30461502075195312500
frame get time, 1559257428.33207702636718750000
frame get time, 1559257428.35990190505981445312
frame get time, 1559257428.39336109161376953125
frame get time, 1559257428.42633295059204101562
frame get time, 1559257428.46604204177856445312
frame get time, 1559257428.49681997299194335938
frame get time, 1559257428.53188109397888183594
frame get time, 1559257428.56614208221435546875
frame get time, 1559257428.59716796875000000000
frame get time, 1559257428.63251900672912597656
frame get time, 1559257428.67039608955383300781
frame get time, 1559257428.69333505630493164062
frame get time, 1559257428.73029708862304687500
frame get time, 1559257428.76622796058654785156
frame get time, 1559257428.79437899589538574219
frame get time, 1559257428.82906293869018554688
frame get time, 1559257428.86503505706787109375
frame get time, 1559257428.89943003654479980469
frame get time, 1559257428.93064188957214355469
frame get time, 1559257428.96569490432739257812
frame get time, 1559257428.99577689170837402344
frame get time, 1559257429.03310799598693847656
frame get time, 1559257429.06380295753479003906
frame get time, 1559257429.09641909599304199219
frame get time, 1559257429.13531494140625000000
frame get time, 1559257429.16545796394348144531
frame get time, 1559257429.19937491416931152344
frame get time, 1559257429.23581504821777343750
frame get time, 1559257429.26489996910095214844
frame get time, 1559257429.31806397438049316406
frame get time, 1559257429.34231996536254882812
frame get time, 1559257429.37641096115112304688
frame get time, 1559257429.40008592605590820312
frame get time, 1559257429.43150401115417480469
frame get time, 1559257429.46527695655822753906
frame get time, 1559257429.50678801536560058594
frame get time, 1559257429.53669095039367675781
frame get time, 1559257429.56592011451721191406
frame get time, 1559257429.60222291946411132812
frame get time, 1559257429.63788008689880371094
frame get time, 1559257429.66789102554321289062
frame get time, 1559257429.70060396194458007812
frame get time, 1559257429.73833394050598144531
frame get time, 1559257429.77188611030578613281
frame get time, 1559257429.80853009223937988281
frame get time, 1559257429.83477711677551269531
frame get time, 1559257429.86952209472656250000
frame get time, 1559257429.90663504600524902344
frame get time, 1559257429.93465399742126464844
frame get time, 1559257429.96900606155395507812
frame get time, 1559257430.00588893890380859375
frame get time, 1559257430.03629899024963378906
frame get time, 1559257430.07370090484619140625
frame get time, 1559257430.10793209075927734375
frame get time, 1559257430.13619494438171386719
frame get time, 1559257430.17679691314697265625
frame get time, 1559257430.20351195335388183594
frame get time, 1559257430.24340510368347167969
frame get time, 1559257430.27222204208374023438
frame get time, 1559257430.30896592140197753906
frame get time, 1559257430.34128499031066894531
frame get time, 1559257430.37120890617370605469
frame get time, 1559257430.40911388397216796875
frame get time, 1559257430.43913102149963378906
frame get time, 1559257430.47411489486694335938
frame get time, 1559257430.50993299484252929688
frame get time, 1559257430.54032802581787109375
frame get time, 1559257430.57932209968566894531
frame get time, 1559257430.60650205612182617188
frame get time, 1559257430.64481711387634277344
frame get time, 1559257430.67648601531982421875
frame get time, 1559257430.71048998832702636719
frame get time, 1559257430.74411511421203613281
frame get time, 1559257430.77551889419555664062
frame get time, 1559257430.80867099761962890625
frame get time, 1559257430.84741711616516113281
frame get time, 1559257430.88090991973876953125
frame get time, 1559257430.91213488578796386719
frame get time, 1559257430.94472408294677734375
frame get time, 1559257430.97953200340270996094
frame get time, 1559257431.01227903366088867188
frame get time, 1559257431.04746699333190917969
frame get time, 1559257431.07474398612976074219
frame get time, 1559257431.11725807189941406250
frame get time, 1559257431.14703702926635742188
frame get time, 1559257431.18243408203125000000
frame get time, 1559257431.21390104293823242188
frame get time, 1559257431.24638700485229492188
frame get time, 1559257431.27974295616149902344
frame get time, 1559257431.30970311164855957031
frame get time, 1559257431.34727692604064941406
frame get time, 1559257431.37829709053039550781
frame get time, 1559257431.41164302825927734375
frame get time, 1559257431.44203805923461914062
frame get time, 1559257431.47855091094970703125
frame get time, 1559257431.51717495918273925781
frame get time, 1559257431.54828906059265136719
frame get time, 1559257431.57730293273925781250
frame get time, 1559257431.61904811859130859375
frame get time, 1559257431.65185904502868652344
frame get time, 1559257431.69606494903564453125
frame get time, 1559257431.71607899665832519531
frame get time, 1559257431.74583506584167480469
frame get time, 1559257431.78561592102050781250
frame get time, 1559257431.81386590003967285156
frame get time, 1559257431.85168695449829101562
frame get time, 1559257431.88851189613342285156
frame get time, 1559257431.91610193252563476562
frame get time, 1559257431.95700311660766601562
frame get time, 1559257431.98645496368408203125
frame get time, 1559257432.01893997192382812500
frame get time, 1559257432.05486607551574707031
frame get time, 1559257432.08449101448059082031
frame get time, 1559257432.12671089172363281250
frame get time, 1559257432.15460300445556640625
frame get time, 1559257432.18885993957519531250
frame get time, 1559257432.22735500335693359375
frame get time, 1559257432.25207209587097167969
frame get time, 1559257432.29065394401550292969
frame get time, 1559257432.32047009468078613281
frame get time, 1559257432.35265207290649414062
frame get time, 1559257432.39452600479125976562
frame get time, 1559257432.41883707046508789062
frame get time, 1559257432.45788288116455078125
frame get time, 1559257432.48889088630676269531
frame get time, 1559257432.52449798583984375000
frame get time, 1559257432.55968809127807617188
frame get time, 1559257432.59594488143920898438
frame get time, 1559257432.62524104118347167969
frame get time, 1559257432.65563297271728515625
frame get time, 1559257432.69094395637512207031
frame get time, 1559257432.72838711738586425781
frame get time, 1559257432.75742602348327636719
frame get time, 1559257432.78885698318481445312
frame get time, 1559257432.82626795768737792969
frame get time, 1559257432.85757803916931152344
frame get time, 1559257432.89539289474487304688
frame get time, 1559257432.92708611488342285156
frame get time, 1559257432.95619392395019531250
frame get time, 1559257432.99773693084716796875
frame get time, 1559257433.02286505699157714844
frame get time, 1559257433.06359410285949707031
frame get time, 1559257433.10198092460632324219
frame get time, 1559257433.12516307830810546875
frame get time, 1559257433.15882205963134765625
frame get time, 1559257433.19548606872558593750
frame get time, 1559257433.22993397712707519531
frame get time, 1559257433.25805497169494628906
frame get time, 1559257433.29533505439758300781
frame get time, 1559257433.33755707740783691406
frame get time, 1559257433.36245393753051757812
frame get time, 1559257433.39994001388549804688
frame get time, 1559257433.42970895767211914062
frame get time, 1559257433.46377992630004882812
frame get time, 1559257433.49960494041442871094
frame get time, 1559257433.53770399093627929688
