frame send time, 1559257427.83566308021545410156
frame send time, 1559257427.86691403388977050781
frame send time, 1559257427.89836502075195312500
frame send time, 1559257427.93188190460205078125
frame send time, 1559257427.96269011497497558594
frame send time, 1559257427.99861097335815429688
frame send time, 1559257428.03116893768310546875
frame send time, 1559257428.06691789627075195312
frame send time, 1559257428.09874606132507324219
frame send time, 1559257428.13108801841735839844
frame send time, 1559257428.16684389114379882812
frame send time, 1559257428.20000505447387695312
frame send time, 1559257428.27060008049011230469
frame send time, 1559257428.30254292488098144531
frame send time, 1559257428.33458495140075683594
frame send time, 1559257428.36645603179931640625
frame send time, 1559257428.39849495887756347656
frame send time, 1559257428.43559002876281738281
frame send time, 1559257428.46596693992614746094
frame send time, 1559257428.50192403793334960938
frame send time, 1559257428.53463006019592285156
frame send time, 1559257428.56602811813354492188
frame send time, 1559257428.60582995414733886719
frame send time, 1559257428.63485193252563476562
frame send time, 1559257428.66925191879272460938
frame send time, 1559257428.70229792594909667969
frame send time, 1559257428.73473095893859863281
frame send time, 1559257428.76965808868408203125
frame send time, 1559257428.80252099037170410156
frame send time, 1559257428.83854699134826660156
frame send time, 1559257428.87039995193481445312
frame send time, 1559257428.90207290649414062500
frame send time, 1559257428.93853306770324707031
frame send time, 1559257428.97061109542846679688
frame send time, 1559257429.00663208961486816406
frame send time, 1559257429.03846502304077148438
frame send time, 1559257429.06925606727600097656
frame send time, 1559257429.10654091835021972656
frame send time, 1559257429.13938689231872558594
frame send time, 1559257429.17035293579101562500
frame send time, 1559257429.20869302749633789062
frame send time, 1559257429.23961305618286132812
frame send time, 1559257429.27482390403747558594
frame send time, 1559257429.31625199317932128906
frame send time, 1559257429.34039306640625000000
frame send time, 1559257429.37405991554260253906
frame send time, 1559257429.40533709526062011719
frame send time, 1559257429.44162893295288085938
frame send time, 1559257429.47473096847534179688
frame send time, 1559257429.50540494918823242188
frame send time, 1559257429.54123997688293457031
frame send time, 1559257429.57488393783569335938
frame send time, 1559257429.61063694953918457031
frame send time, 1559257429.64268803596496582031
frame send time, 1559257429.67470693588256835938
frame send time, 1559257429.71057105064392089844
frame send time, 1559257429.74472403526306152344
frame send time, 1559257429.77861905097961425781
frame send time, 1559257429.81034994125366210938
frame send time, 1559257429.84262204170227050781
frame send time, 1559257429.87922000885009765625
frame send time, 1559257429.91010594367980957031
frame send time, 1559257429.94251894950866699219
frame send time, 1559257429.97843408584594726562
frame send time, 1559257430.01064705848693847656
frame send time, 1559257430.04691791534423828125
frame send time, 1559257430.07862496376037597656
frame send time, 1559257430.11124300956726074219
frame send time, 1559257430.14654397964477539062
frame send time, 1559257430.17883110046386718750
frame send time, 1559257430.21566796302795410156
frame send time, 1559257430.24681901931762695312
frame send time, 1559257430.27868103981018066406
frame send time, 1559257430.31569790840148925781
frame send time, 1559257430.34518003463745117188
frame send time, 1559257430.38250994682312011719
frame send time, 1559257430.41497898101806640625
frame send time, 1559257430.44654202461242675781
frame send time, 1559257430.48229908943176269531
frame send time, 1559257430.51466298103332519531
frame send time, 1559257430.55104804039001464844
frame send time, 1559257430.58167505264282226562
frame send time, 1559257430.61462402343750000000
frame send time, 1559257430.64915394783020019531
frame send time, 1559257430.68293499946594238281
frame send time, 1559257430.71836090087890625000
frame send time, 1559257430.75085997581481933594
frame send time, 1559257430.78270792961120605469
frame send time, 1559257430.81711292266845703125
frame send time, 1559257430.85219502449035644531
frame send time, 1559257430.88386106491088867188
frame send time, 1559257430.91826200485229492188
frame send time, 1559257430.95272707939147949219
frame send time, 1559257430.98569202423095703125
frame send time, 1559257431.01828193664550781250
frame send time, 1559257431.05120110511779785156
frame send time, 1559257431.08775210380554199219
frame send time, 1559257431.11981892585754394531
frame send time, 1559257431.15439009666442871094
frame send time, 1559257431.18730092048645019531
frame send time, 1559257431.21871805191040039062
frame send time, 1559257431.25452589988708496094
frame send time, 1559257431.28507089614868164062
frame send time, 1559257431.32137298583984375000
frame send time, 1559257431.35431194305419921875
frame send time, 1559257431.38690090179443359375
frame send time, 1559257431.42166209220886230469
frame send time, 1559257431.45416903495788574219
frame send time, 1559257431.49019098281860351562
frame send time, 1559257431.52244901657104492188
frame send time, 1559257431.55297207832336425781
frame send time, 1559257431.59202003479003906250
frame send time, 1559257431.62522292137145996094
