frame send time, 1559257431.66041207313537597656
frame send time, 1559257431.69373893737792968750
frame send time, 1559257431.72163009643554687500
frame send time, 1559257431.75847411155700683594
frame send time, 1559257431.79039692878723144531
frame send time, 1559257431.82237195968627929688
frame send time, 1559257431.85887289047241210938
frame send time, 1559257431.89084601402282714844
frame send time, 1559257431.92784404754638671875
frame send time, 1559257431.95776700973510742188
frame send time, 1559257431.98973894119262695312
frame send time, 1559257432.02646493911743164062
frame send time, 1559257432.05864095687866210938
frame send time, 1559257432.09446811676025390625
frame send time, 1559257432.12847089767456054688
frame send time, 1559257432.15972805023193359375
frame send time, 1559257432.19654703140258789062
frame send time, 1559257432.22543406486511230469
frame send time, 1559257432.26262807846069335938
frame send time, 1559257432.29476594924926757812
frame send time, 1559257432.32686495780944824219
frame send time, 1559257432.36304998397827148438
frame send time, 1559257432.39347600936889648438
frame send time, 1559257432.43048501014709472656
frame send time, 1559257432.46302509307861328125
frame send time, 1559257432.49344801902770996094
frame send time, 1559257432.53079605102539062500
frame send time, 1559257432.56440806388854980469
frame send time, 1559257432.59921789169311523438
frame send time, 1559257432.62994003295898437500
frame send time, 1559257432.66333103179931640625
frame send time, 1559257432.69914388656616210938
frame send time, 1559257432.73059391975402832031
frame send time, 1559257432.76245498657226562500
frame send time, 1559257432.79846000671386718750
frame send time, 1559257432.83117389678955078125
frame send time, 1559257432.86700606346130371094
frame send time, 1559257432.89874911308288574219
frame send time, 1559257432.93038010597229003906
frame send time, 1559257432.96700191497802734375
frame send time, 1559257432.99817490577697753906
frame send time, 1559257433.03492307662963867188
frame send time, 1559257433.06712293624877929688
frame send time, 1559257433.09949207305908203125
frame send time, 1559257433.13325905799865722656
frame send time, 1559257433.16675496101379394531
frame send time, 1559257433.20277905464172363281
frame send time, 1559257433.23393011093139648438
frame send time, 1559257433.26678395271301269531
frame send time, 1559257433.30108809471130371094
frame send time, 1559257433.33544301986694335938
frame send time, 1559257433.37066888809204101562
frame send time, 1559257433.40335702896118164062
frame send time, 1559257433.43465304374694824219
frame send time, 1559257433.47168493270874023438
frame send time, 1559257433.50209999084472656250
