1568222751 130000 0.0
1568222751 130000 0.0
1568222752 130000 0.0
1568222752 130000 0.0
1568222752 130000 0.0
1568222752 130000 0.0
1568222752 130000 0.0
1568222752 130000 0.0
1568222753 130000 0.0
1568222753 130000 0.0
1568222753 130000 0.0
1568222753 130000 0.0
1568222753 130000 0.0
1568222753 130000 0.0
1568222754 130000 0.0
1568222754 130000 0.0
1568222754 130000 0.0
1568222754 130000 0.0
1568222754 130000 0.0
1568222754 130000 0.0
1568222755 130000 0.0
1568222755 130000 0.0
1568222755 130000 0.0
1568222755 130000 0.0
1568222755 130000 0.0
1568222755 130000 0.0
1568222756 130000 0.0
1568222756 130000 0.0
1568222756 130000 0.0
1568222756 130000 0.0
1568222756 130000 0.0
1568222756 130000 0.0
1568222757 130000 0.0
1568222757 130000 0.0
1568222757 130000 0.0
1568222757 130000 0.0
1568222757 130000 0.0
1568222757 130000 0.0
1568222758 130000 0.0
1568222758 130000 0.0
1568222758 130000 0.0
1568222758 130000 0.0
1568222758 130000 0.0
1568222758 130000 0.0
1568222759 130000 0.0
1568222759 130000 0.0
1568222759 130000 0.0
1568222759 130000 0.0
1568222759 130000 0.0
1568222759 130000 0.0
1568222760 130000 0.0
1568222760 130000 0.0
1568222760 130000 0.0
1568222760 130000 0.0
1568222760 130000 0.0
1568222760 130000 0.0
1568222761 130000 0.0
1568222761 130000 0.0
1568222761 130000 0.0
1568222761 130000 0.0
1568222761 130000 0.0
1568222761 130000 0.0
1568222761 130000 0.0
1568222762 130000 0.0
1568222762 130000 0.0
1568222762 130000 0.0
1568222762 130000 0.0
1568222762 130000 0.0
1568222762 130000 0.0
1568222763 130000 0.0
1568222763 130000 0.0
1568222763 130000 0.0
1568222763 130000 0.0
1568222763 130000 0.0
1568222764 130000 0.0
1568222764 130000 0.0
1568222764 130000 0.0
1568222764 130000 0.0
1568222764 130000 0.0
1568222764 130000 0.0
1568222764 130000 0.0
1568222765 130000 0.0
1568222765 130000 0.0
1568222765 130000 0.0
1568222765 130000 0.0
1568222765 130000 0.0
1568222765 130000 0.0
1568222766 130000 0.0
1568222766 130000 0.0
1568222766 130000 0.0
1568222766 130000 0.0
1568222766 130000 0.0
1568222766 130000 0.0
1568222767 130000 0.0
1568222767 130000 0.0
1568222767 130000 0.0
1568222767 130000 0.0
1568222767 130000 0.0
1568222767 130000 0.0
1568222768 130000 0.0
1568222768 130000 0.0
1568222768 130000 0.0
1568222768 130000 0.0
1568222768 130000 0.0
1568222768 130000 0.0
1568222769 130000 0.0
1568222769 130000 0.0
1568222769 130000 0.0
1568222769 130000 0.0
1568222769 130000 0.0
1568222769 130000 0.0
1568222769 130000 0.0
1568222770 130000 0.0
1568222770 130000 0.0
1568222770 130000 0.0
1568222770 130000 0.0
1568222770 130000 0.0
1568222770 130000 0.0
1568222771 130000 0.0
1568222771 130000 0.0
1568222771 130000 0.0
1568222771 130000 0.0
1568222771 130000 0.0
1568222771 130000 0.0
1568222772 130000 0.0
1568222772 130000 0.0
1568222772 130000 0.0
1568222772 130000 0.0
1568222772 130000 0.0
1568222772 130000 0.0
1568222773 130000 0.0
1568222773 130000 0.0
1568222773 130000 0.0
1568222773 130000 0.0
1568222773 130000 0.0
1568222773 130000 0.0
1568222774 130000 0.0
1568222774 130000 0.0
1568222774 130000 0.0
